ID,config,goal,goal_type,moveIDs
11043,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'red', 'green', 'white', 'red', 'white', 'red', 'white', 'white', 'green', 'white', 'white', 'red', 'blue', 'white', 'blue', 'white', 'green', 'blue', 'green', 'blue', 'white', 'blue', 'red', 'green', 'red', 'blue', 'red', 'blue', 'blue', 'blue', 'red', 'green', 'red', 'blue', 'green']",move blue B2,move,"[(85, 83), 'pass', (87, 82), 'pass', (106, 65), 'pass', (98, 64), 'pass', (58, 77), (76, 59), (94, 47), (74, 37), (92, 46), (72, 19), (90, 29), 'pass', (84, 86), (102, 28)]"
11043,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'red', 'green', 'white', 'red', 'white', 'red', 'white', 'white', 'green', 'white', 'white', 'red', 'blue', 'white', 'blue', 'white', 'green', 'blue', 'green', 'blue', 'white', 'blue', 'red', 'green', 'red', 'blue', 'red', 'blue', 'blue', 'blue', 'red', 'green', 'red', 'blue', 'green']",uncover red all,uncover,"[(58, 93), 'pass', (55, 56), 'pass', (63, 83), 'pass', (81, 82), 'pass', (85, 86), 'pass', (87, 88)]"
11043,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'red', 'green', 'white', 'red', 'white', 'red', 'white', 'white', 'green', 'white', 'white', 'red', 'blue', 'white', 'blue', 'white', 'green', 'blue', 'green', 'blue', 'white', 'blue', 'red', 'green', 'red', 'blue', 'red', 'blue', 'blue', 'blue', 'red', 'green', 'red', 'blue', 'green']",cover blue all,cover,"[(63, 83), 'pass', (81, 82), 'pass', (78, 80), 'pass', (89, 88), (55, 54), (107, 69), 'pass', (104, 67)]"
11043,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'red', 'green', 'white', 'red', 'white', 'red', 'white', 'white', 'green', 'white', 'white', 'red', 'blue', 'white', 'blue', 'white', 'green', 'blue', 'green', 'blue', 'white', 'blue', 'red', 'green', 'red', 'blue', 'red', 'blue', 'blue', 'blue', 'red', 'green', 'red', 'blue', 'green']",move red B1,move,"[(84, 79), 'pass', (95, 61), 'pass', (72, 60), 'pass', (58, 95), (55, 72), (73, 42), (85, 84), (103, 43), (87, 88), (105, 24), (63, 83), (81, 82), (76, 25), (99, 80)]"
76241.0,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'blue', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'green', 'white', 'blue', 'green', 'green', 'white', 'blue', 'white', 'white', 'red', 'white', 'green', 'white', 'white', 'green', 'white', 'white', 'red', 'blue', 'red', 'red', 'red', 'blue', 'blue', 'red', 'green', 'green', 'green', 'blue', 'blue', 'red', 'white', 'green', 'red', 'green', 'blue']",move blue B1,move,"[(95, 79), (72, 58), (90, 40), (91, 39), (79, 80), (74, 79), (79, 62), (92, 84), (97, 45), (39, 27), (62, 97), (40, 9), (9, 79), (57, 61), (60, 43), (58, 68), (78, 25), (100, 7), (83, 100), (75, 50), (27, 82), (76, 32), (71, 87), (93, 78), (94, 60), (84, 64), (101, 62), (102, 46), (89, 88), (32, 27), (107, 44)]"
76241.0,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'blue', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'green', 'white', 'blue', 'green', 'green', 'white', 'blue', 'white', 'white', 'red', 'white', 'green', 'white', 'white', 'green', 'white', 'white', 'red', 'blue', 'red', 'red', 'red', 'blue', 'blue', 'red', 'green', 'green', 'green', 'blue', 'blue', 'red', 'white', 'green', 'red', 'green', 'blue']",fill nocolor B2,fill,"[(97, 82), (98, 64), (60, 65), (72, 46), (78, 45), (76, 28), (96, 47), (91, 29), (102, 27), (71, 11), (86, 10), (89, 9)]"
76241.0,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'blue', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'green', 'white', 'blue', 'green', 'green', 'white', 'blue', 'white', 'white', 'red', 'white', 'green', 'white', 'white', 'green', 'white', 'white', 'red', 'blue', 'red', 'red', 'red', 'blue', 'blue', 'red', 'green', 'green', 'green', 'blue', 'blue', 'red', 'white', 'green', 'red', 'green', 'blue']",clear nocolor B2,clear,"[(63, 79), (71, 61), (81, 42), (89, 24), (83, 43), (86, 25), (100, 6), (99, 7), (101, 84)]"
76241.0,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'blue', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'green', 'white', 'blue', 'green', 'green', 'white', 'blue', 'white', 'white', 'red', 'white', 'green', 'white', 'white', 'green', 'white', 'white', 'red', 'blue', 'red', 'red', 'red', 'blue', 'blue', 'red', 'green', 'green', 'green', 'blue', 'blue', 'red', 'white', 'green', 'red', 'green', 'blue']",move blue C1,move,"[(60, 103), (78, 84), (100, 85), (96, 67), (95, 66), (97, 48), (48, 87), (98, 69), (57, 68), (75, 50), (74, 49), (92, 48), (76, 95), (93, 30), (94, 31), (95, 32), (32, 51), (63, 33), (71, 88), (72, 32), (90, 12), (91, 13), (13, 15), (81, 70), (89, 52), (99, 34), (107, 14), (83, 16), (101, 13)]"
76241.0,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'blue', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'green', 'white', 'blue', 'green', 'green', 'white', 'blue', 'white', 'white', 'red', 'white', 'green', 'white', 'white', 'green', 'white', 'white', 'red', 'blue', 'red', 'red', 'red', 'blue', 'blue', 'red', 'green', 'green', 'green', 'blue', 'blue', 'red', 'white', 'green', 'red', 'green', 'blue']",uncover blue all,uncover,"[(72, 73), (102, 56), (56, 55), (86, 56), (56, 37), (104, 56), (56, 19), (105, 72), (72, 1), (106, 72), (72, 58), (71, 56), (56, 102), (89, 56), (56, 103), (107, 85), (83, 104), (101, 84), (60, 79), (100, 80), (58, 100), (57, 82), (76, 101)]"
76241.0,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'blue', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'green', 'white', 'blue', 'green', 'green', 'white', 'blue', 'white', 'white', 'red', 'white', 'green', 'white', 'white', 'green', 'white', 'white', 'red', 'blue', 'red', 'red', 'red', 'blue', 'blue', 'red', 'green', 'green', 'green', 'blue', 'blue', 'red', 'white', 'green', 'red', 'green', 'blue']",cover red all,cover,"[(57, 73), (102, 56), (60, 45), (78, 27), (27, 78), (83, 79), (86, 53), (104, 35), (106, 87), (101, 69), (76, 38)]"
76241.0,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'blue', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'green', 'white', 'blue', 'green', 'green', 'white', 'blue', 'white', 'white', 'red', 'white', 'green', 'white', 'white', 'green', 'white', 'white', 'red', 'blue', 'red', 'red', 'red', 'blue', 'blue', 'red', 'green', 'green', 'green', 'blue', 'blue', 'red', 'white', 'green', 'red', 'green', 'blue']",clear nocolor B1,clear,"[(60, 103), (78, 85), (96, 67), (97, 68), (98, 49)]"
76241.0,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'blue', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'green', 'white', 'blue', 'green', 'green', 'white', 'blue', 'white', 'white', 'red', 'white', 'green', 'white', 'white', 'green', 'white', 'white', 'red', 'blue', 'red', 'red', 'red', 'blue', 'blue', 'red', 'green', 'green', 'green', 'blue', 'blue', 'red', 'white', 'green', 'red', 'green', 'blue']",uncover green all,uncover,"[(57, 77), (74, 59), (86, 103), (106, 85), (85, 84), (104, 66), (66, 104), (84, 86), (86, 84), 'pass', (63, 106), 'pass', (81, 88)]"
76241.0,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'blue', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'green', 'white', 'blue', 'green', 'green', 'white', 'blue', 'white', 'white', 'red', 'white', 'green', 'white', 'white', 'green', 'white', 'white', 'red', 'blue', 'red', 'red', 'red', 'blue', 'blue', 'red', 'green', 'green', 'green', 'blue', 'blue', 'red', 'white', 'green', 'red', 'green', 'blue']",fill nocolor A2,fill,"[(72, 77), 'pass', (60, 58), (78, 39), (98, 59), (97, 41), (63, 40), (81, 22), (99, 23), (100, 21), (96, 5), (83, 3), (101, 4)]"
76241.0,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'blue', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'green', 'white', 'blue', 'green', 'green', 'white', 'blue', 'white', 'white', 'red', 'white', 'green', 'white', 'white', 'green', 'white', 'white', 'red', 'blue', 'red', 'red', 'red', 'blue', 'blue', 'red', 'green', 'green', 'green', 'blue', 'blue', 'red', 'white', 'green', 'red', 'green', 'blue']",cover green all,cover,"[(74, 54), (92, 45), (95, 58), (102, 27), (27, 80), 'pass', (60, 79), 'pass', (45, 65), (71, 47), (105, 68), (89, 50), (107, 88)]"
24415,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'green', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'red', 'red', 'blue', 'green', 'white', 'white', 'blue', 'white', 'red', 'green', 'white', 'green', 'white', 'white', 'green', 'blue', 'white', 'red', 'red', 'blue', 'blue', 'red', 'blue', 'green', 'blue', 'green', 'red', 'blue', 'white', 'blue', 'white', 'white', 'blue', 'green', 'red', 'red']",clear nocolor C,clear,"[(86, 65), 'pass', (104, 63), (63, 79), (69, 63), (63, 62), (87, 63), (63, 100), (89, 82), (82, 44), (107, 82), (82, 26), (106, 82), (82, 8), (105, 82)]"
24415,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'green', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'red', 'red', 'blue', 'green', 'white', 'white', 'blue', 'white', 'red', 'green', 'white', 'green', 'white', 'white', 'green', 'blue', 'white', 'red', 'red', 'blue', 'blue', 'red', 'blue', 'green', 'blue', 'green', 'red', 'blue', 'white', 'blue', 'white', 'white', 'blue', 'green', 'red', 'red']",move red A,move,"[(89, 36), (36, 55), (80, 77), (77, 76), (69, 77), 'pass', (107, 59), 'pass', (106, 58), 'pass', (98, 57)]"
24415,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'green', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'red', 'red', 'blue', 'green', 'white', 'white', 'blue', 'white', 'red', 'green', 'white', 'green', 'white', 'white', 'green', 'blue', 'white', 'red', 'red', 'blue', 'blue', 'red', 'blue', 'green', 'blue', 'green', 'red', 'blue', 'white', 'blue', 'white', 'white', 'blue', 'green', 'red', 'red']",uncover green all,uncover,"[(69, 71), 'pass', (87, 88)]"
24415,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'green', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'red', 'red', 'blue', 'green', 'white', 'white', 'blue', 'white', 'red', 'green', 'white', 'green', 'white', 'white', 'green', 'blue', 'white', 'red', 'red', 'blue', 'blue', 'red', 'blue', 'green', 'blue', 'green', 'red', 'blue', 'white', 'blue', 'white', 'white', 'blue', 'green', 'red', 'red']",cover green all,cover,"[(89, 68), (68, 62), (62, 63), 'pass', (69, 68), (68, 62), (62, 65), 'pass', (107, 68), (68, 57), (73, 36), 'pass', (80, 79), (79, 38), (106, 68), (87, 102), (102, 87), 'pass', (98, 79), (79, 42), (94, 77), (87, 94), (91, 87), 'pass', (94, 79)]"
24415,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'green', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'red', 'red', 'blue', 'green', 'white', 'white', 'blue', 'white', 'red', 'green', 'white', 'green', 'white', 'white', 'green', 'blue', 'white', 'red', 'red', 'blue', 'blue', 'red', 'blue', 'green', 'blue', 'green', 'red', 'blue', 'white', 'blue', 'white', 'white', 'blue', 'green', 'red', 'red']",move red B1,move,"[(73, 79), (69, 62), (89, 61), (106, 44), (107, 43), 'pass', (75, 76), (56, 77), (54, 73), (86, 75), (72, 26), (90, 25), (75, 58), (93, 8)]"
24415,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'green', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'red', 'red', 'blue', 'green', 'white', 'white', 'blue', 'white', 'red', 'green', 'white', 'green', 'white', 'white', 'green', 'blue', 'white', 'red', 'red', 'blue', 'blue', 'red', 'blue', 'green', 'blue', 'green', 'red', 'blue', 'white', 'blue', 'white', 'white', 'blue', 'green', 'red', 'red']",uncover blue all,uncover,"[(60, 79), (81, 61), (83, 43), (75, 62), (56, 44), (95, 60), (60, 95), (54, 26), (69, 71), (87, 100), (73, 54), (105, 25), (78, 102), (86, 7), (74, 103)]"
24415,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'green', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'red', 'red', 'blue', 'green', 'white', 'white', 'blue', 'white', 'red', 'green', 'white', 'green', 'white', 'white', 'green', 'blue', 'white', 'red', 'red', 'blue', 'blue', 'red', 'blue', 'green', 'blue', 'green', 'red', 'blue', 'white', 'blue', 'white', 'white', 'blue', 'green', 'red', 'red']",clear nocolor A2,clear,"[(94, 102), (86, 57), (57, 36), (81, 38), (75, 18), (95, 20), (93, 55)]"
24415,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'green', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'red', 'red', 'blue', 'green', 'white', 'white', 'blue', 'white', 'red', 'green', 'white', 'green', 'white', 'white', 'green', 'blue', 'white', 'red', 'red', 'blue', 'blue', 'red', 'blue', 'green', 'blue', 'green', 'red', 'blue', 'white', 'blue', 'white', 'white', 'blue', 'green', 'red', 'red']",fill nocolor C2,fill,"[(86, 88), (69, 62), (104, 71), (94, 53), (83, 70), (81, 52), (99, 69), (101, 51), (56, 34), (74, 35), (60, 16), (78, 17), (96, 33), (92, 15)]"
24415,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'green', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'red', 'red', 'blue', 'green', 'white', 'white', 'blue', 'white', 'red', 'green', 'white', 'green', 'white', 'white', 'green', 'blue', 'white', 'red', 'red', 'blue', 'blue', 'red', 'blue', 'green', 'blue', 'green', 'red', 'blue', 'white', 'blue', 'white', 'white', 'blue', 'green', 'red', 'red']",cover blue all,cover,"[(95, 76)]"
24415,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'green', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'red', 'red', 'blue', 'green', 'white', 'white', 'blue', 'white', 'red', 'green', 'white', 'green', 'white', 'white', 'green', 'blue', 'white', 'red', 'red', 'blue', 'blue', 'red', 'blue', 'green', 'blue', 'green', 'red', 'blue', 'white', 'blue', 'white', 'white', 'blue', 'green', 'red', 'red']",fill nocolor A1,fill,"[(80, 55), (98, 37), (60, 36), (81, 18), (75, 38), (83, 0), (93, 19), (69, 1), (95, 20), (97, 2)]"
62474.0,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'blue', 'white', 'white', 'green', 'red', 'white', 'white', 'white', 'blue', 'blue', 'blue', 'white', 'green', 'red', 'white', 'red', 'blue', 'white', 'green', 'white', 'white', 'green', 'red', 'green', 'white', 'blue', 'blue', 'blue', 'red', 'white', 'red', 'red', 'green', 'green', 'green', 'red', 'red', 'green', 'red']",move blue B2,move,"[(94, 41), (107, 86), (106, 54), (92, 36), (81, 18), (69, 23), (66, 5), (55, 0), (82, 55), (55, 81), (84, 63), (73, 45), (100, 27), (91, 9), (101, 91), (79, 94), (87, 73), (78, 76), (102, 55), (96, 58), (86, 79), (85, 40), (103, 37), (104, 61), (105, 43), 'pass', (43, 98), (9, 80), (27, 62), (45, 96), (63, 78), (62, 100), (61, 82), 'pass', (5, 101), (101, 102), (23, 105), (105, 101), (102, 83), (41, 65), (40, 47), (59, 29), (58, 11), (82, 60), (100, 42), (76, 100), (81, 24), (77, 82), (99, 61), (94, 99), (95, 81)]"
