ID,goal,first_move,first_move_rank,first_move_possible_goals,before_first_move,first_move_serves_goal,total_moves_serves_goal,mean_random_samples_rank,first_move_possible_goal_goals
82980.0,clear nocolor A,"(77, 71)",49,8,"[(90, 104) (92, 104) (94, 104) (90, 46) (90, 60) (90, 62) (90, 63)
 (90, 67) (90, 69) (90, 70) (90, 71) (90, 79) (90, 83) (90, 84) (92, 46)
 (92, 60) (92, 62) (92, 63) (92, 67) (92, 69) (92, 70) (92, 71) (92, 79)
 (92, 83) (92, 84) (94, 46) (94, 60) (94, 62) (94, 63) (94, 67) (94, 69)
 (94, 70) (94, 71) (94, 79) (94, 83) (94, 84) (75, 83) (75, 84) (77, 83)
 (77, 84) (55, 60) (55, 70) (75, 46) (75, 62) (75, 63) (75, 71) (77, 46)
 (77, 62) (77, 63)]",1.0,72,35.737,"['fill nocolor C2', 'move red C2', 'cover blue all', 'move green C2', 'clear nocolor A2', 'move green C', 'clear nocolor A', 'move red C']"
82980.0,clear nocolor B2,"(64, 104)",31,13,"[(101, 60) (101, 62) (101, 79) (64, 62) (81, 62) (101, 104) (101, 37)
 (101, 57) (101, 59) (101, 67) (101, 69) (101, 70) (101, 71) (101, 72)
 (101, 74) (101, 76) (101, 84) (64, 76) (64, 84) (81, 76) (81, 84)
 (64, 57) (64, 59) (64, 71) (81, 57) (81, 59) (81, 71) (64, 60) (64, 79)
 (81, 60) (81, 79)]",1.0,45,21.866,"['move green A', 'move green B1', 'clear nocolor B2', 'move green A2', 'clear nocolor B', 'fill nocolor C1', 'move green C2', 'move green A1', 'move red C1', 'move green C1', 'move green C', 'uncover green all', 'move red C']"
82980.0,move red B1,"(55, 79)",11,9,"[(64, 62) (87, 62) (87, 60) (92, 60) (92, 62) (92, 79) (87, 79) (88, 62)
 (55, 60) (77, 62) (88, 60)]",1.0,27,12.785,"['uncover red all', 'cover blue all', 'clear nocolor A1', 'move red B', 'fill nocolor B1', 'move blue B1', 'move red B1', 'move blue B', 'clear nocolor A']"
82980.0,cover blue all,"(77, 57)",1,1,"[(64, 63)]",1.0,121,61.968,['cover blue all']
82980.0,fill nocolor B1,"(64, 79)",31,12,"[(101, 60) (101, 62) (101, 79) (64, 62) (81, 62) (85, 60) (85, 79)
 (87, 62) (87, 60) (90, 60) (90, 62) (90, 79) (92, 60) (92, 62) (92, 79)
 (94, 60) (94, 62) (94, 79) (102, 60) (102, 62) (102, 79) (85, 62)
 (87, 79) (88, 62) (55, 60) (75, 62) (77, 62) (88, 60) (89, 62) (55, 79)
 (64, 60)]",1.0,42,20.485,"['move green A', 'move green B1', 'clear nocolor B2', 'move green A2', 'cover blue all', 'fill nocolor B1', 'move green C2', 'move green A1', 'move red B1', 'move green C1', 'move green C', 'uncover green all']"
82980.0,uncover blue all,"(85, 104)",0,1,[],1.0,18,8.97,['uncover blue all']
82980.0,cover green all,"(55, 76)",23,13,"[(85, 84) (90, 76) (92, 76) (97, 83) (87, 84) (90, 83) (90, 84) (92, 83)
 (92, 84) (94, 83) (94, 84) (97, 76) (97, 84) (101, 76) (101, 84)
 (102, 76) (102, 83) (85, 76) (85, 83) (87, 76) (87, 83) (78, 83) (88, 84)]",1.0,30,14.774,"['move blue B2', 'move blue C', 'uncover red all', 'clear nocolor A1', 'fill nocolor A2', 'move blue C2', 'move red A2', 'cover green all', 'uncover blue all', 'move blue A2', 'move blue B1', 'move blue B', 'move blue C1']"
82980.0,uncover red all,"(55, 72)",0,2,[],1.0,40,19.497,"['uncover red all', 'cover blue all']"
82980.0,move red A1,"(77, 74)",12,12,"[(87, 37) (87, 74) (78, 37) (78, 74) (87, 72) (88, 37) (88, 74) (78, 79)
 (88, 71) (88, 104) (77, 37) (77, 72)]",1.0,36,17.189,"['move green B1', 'move green B2', 'move green B', 'move red A1', 'move green C2', 'move green A1', 'clear nocolor A2', 'fill nocolor A1', 'move green C1', 'cover red all', 'move green C', 'uncover green all']"
84838.0,uncover red all,"(72, 75)",285,12,"[(67, 68) (67, 53) (67, 74) (67, 82) (79, 60) (79, 80) (87, 53) (87, 70)
 (67, 66) (79, 101) (76, 74) (77, 74) (79, 82) (87, 66) (87, 68) (67, 70)
 (76, 101) (77, 101) (87, 101) (67, 101) (76, 53) (76, 60) (76, 66)
 (76, 68) (76, 70) (76, 80) (76, 82) (77, 53) (77, 60) (77, 66) (77, 68)
 (77, 70) (77, 80) (77, 82) (79, 53) (79, 66) (79, 68) (79, 70) (79, 74)
 (87, 60) (87, 74) (87, 80) (87, 82) (67, 60) (67, 80) (72, 74) (76, 75)
 (77, 75) (78, 80) (99, 101) (100, 101) (76, 59) (77, 58) (91, 74)
 (98, 60) (99, 82) (71, 70) (84, 68) (86, 66) (88, 53) (71, 68) (84, 70)
 (86, 53) (88, 66) (98, 101) (76, 54) (76, 73) (77, 54) (77, 73) (78, 101)
 (79, 81) (87, 49) (93, 74) (98, 82) (99, 60) (99, 80) (100, 60) (100, 80)
 (71, 66) (71, 74) (71, 82) (78, 66) (78, 70) (78, 82) (84, 53) (84, 60)
 (84, 80) (86, 70) (86, 74) (86, 82) (88, 60) (88, 68) (88, 80) (91, 101)
 (92, 101) (93, 101) (71, 101) (84, 101) (86, 101) (88, 101) (91, 53)
 (91, 60) (91, 66) (91, 68) (91, 70) (91, 80) (91, 82) (92, 53) (92, 60)
 (92, 66) (92, 68) (92, 70) (92, 80) (92, 82) (93, 53) (93, 60) (93, 66)
 (93, 68) (93, 70) (93, 80) (93, 82) (98, 53) (98, 66) (98, 68) (98, 70)
 (98, 74) (99, 53) (99, 66) (99, 68) (99, 70) (99, 74) (100, 53) (100, 66)
 (100, 68) (100, 70) (100, 74) (67, 58) (71, 60) (71, 80) (72, 53)
 (72, 68) (72, 82) (76, 49) (76, 81) (77, 49) (77, 81) (78, 53) (78, 68)
 (78, 74) (79, 49) (79, 54) (79, 73) (79, 75) (84, 74) (84, 82) (86, 60)
 (86, 80) (87, 54) (87, 73) (87, 75) (87, 81) (88, 74) (88, 82) (67, 54)
 (76, 61) (76, 69) (77, 61) (77, 69) (79, 58) (79, 59) (79, 69) (87, 58)
 (87, 59) (87, 61) (67, 69) (72, 101) (67, 59) (67, 61) (67, 73) (67, 75)
 (67, 81) (72, 60) (72, 66) (72, 70) (72, 80) (78, 61) (88, 69) (86, 49)
 (91, 54) (92, 54) (92, 73) (93, 58) (93, 59) (98, 61) (100, 81) (71, 69)
 (84, 49) (84, 69) (71, 49) (72, 58) (91, 58) (91, 59) (91, 75) (92, 58)
 (92, 59) (92, 75) (93, 54) (93, 73) (98, 81) (99, 61) (100, 61) (71, 58)
 (78, 59) (78, 69) (78, 81) (84, 59) (84, 61) (86, 58) (86, 69) (88, 49)
 (88, 59) (88, 61) (71, 54) (86, 54) (91, 49) (91, 61) (91, 69) (91, 81)
 (92, 49) (92, 61) (92, 69) (92, 81) (93, 49) (93, 61) (93, 69) (93, 81)
 (98, 49) (98, 54) (98, 58) (98, 59) (98, 69) (98, 73) (98, 75) (99, 49)
 (99, 54) (99, 58) (99, 59) (99, 69) (99, 73) (99, 75) (100, 49) (100, 54)
 (100, 58) (100, 59) (100, 69) (100, 73) (100, 75) (71, 59) (71, 61)
 (71, 73) (71, 75) (71, 81) (78, 49) (78, 54) (78, 58) (78, 73) (78, 75)
 (84, 54) (84, 58) (84, 73) (84, 75) (84, 81) (86, 59) (86, 61) (86, 73)
 (86, 75) (86, 81) (88, 54) (88, 58) (88, 73) (88, 75) (88, 81) (72, 49)
 (72, 73) (72, 59)]",-1.0,45,22.275,"['move blue B2', 'move blue C', 'clear nocolor A1', 'fill nocolor A2', 'move blue C2', 'move red A2', 'uncover blue all', 'move blue A2', 'move blue B1', 'move blue B', 'cover red all', 'move blue C1']"
84838.0,move green C2,"(98, 70)",7,6,"[(84, 69) (84, 70) (78, 69) (78, 70) (84, 53) (98, 53) (98, 69)]",1.0,15,7.01,"['fill nocolor C2', 'clear nocolor B', 'clear nocolor B1', 'cover green all', 'move green C2', 'move green C']"
84838.0,cover green all,"(100, 59)",44,6,"[(76, 59) (93, 59) (98, 60) (98, 61) (71, 69) (71, 70) (86, 66) (91, 59)
 (92, 59) (99, 60) (99, 61) (99, 80) (100, 60) (100, 61) (100, 80)
 (71, 66) (86, 69) (86, 70) (91, 60) (91, 61) (91, 66) (91, 69) (91, 70)
 (91, 80) (92, 60) (92, 61) (92, 66) (92, 69) (92, 70) (92, 80) (93, 60)
 (93, 61) (93, 66) (93, 69) (93, 70) (93, 80) (98, 59) (98, 66) (98, 69)
 (98, 70) (99, 59) (99, 66) (99, 69) (99, 70)]",1.0,94,46.054,"['clear nocolor B2', 'move blue A', 'clear nocolor B', 'fill nocolor A2', 'cover green all', 'move blue A2']"
84838.0,clear nocolor B,"(100, 70)",36,6,"[(78, 59) (78, 66) (78, 69) (78, 70) (98, 49) (98, 53) (98, 54) (98, 58)
 (98, 59) (98, 66) (98, 68) (98, 69) (98, 70) (98, 73) (98, 74) (98, 75)
 (99, 49) (99, 53) (99, 54) (99, 58) (99, 59) (99, 66) (99, 68) (99, 69)
 (99, 70) (99, 73) (99, 74) (99, 75) (100, 49) (100, 53) (100, 54)
 (100, 58) (100, 59) (100, 66) (100, 68) (100, 69)]",1.0,60,29.314,"['fill nocolor C2', 'clear nocolor B2', 'move blue C', 'clear nocolor B', 'move blue C2', 'cover green all']"
84838.0,cover blue all,"(77, 75)",64,0,"[(77, 58) (91, 74) (93, 58) (99, 82) (84, 68) (88, 53) (91, 58) (92, 58)
 (93, 74) (98, 82) (78, 82) (84, 53) (88, 68) (91, 53) (91, 68) (91, 82)
 (92, 53) (92, 68) (92, 82) (93, 53) (93, 68) (93, 82) (98, 53) (98, 58)
 (98, 68) (98, 74) (99, 53) (99, 58) (99, 68) (99, 74) (100, 53) (100, 58)
 (100, 68) (100, 74) (78, 53) (78, 58) (78, 68) (78, 74) (84, 58) (84, 74)
 (84, 82) (88, 58) (88, 74) (88, 82) (79, 58) (87, 58) (87, 53) (76, 74)
 (77, 74) (79, 82) (87, 68) (76, 53) (76, 68) (76, 82) (77, 53) (77, 68)
 (77, 82) (79, 53) (79, 68) (79, 74) (87, 74) (87, 82) (72, 74) (76, 75)]",0.0,62,30.144,[]
84838.0,fill nocolor C1,"(71, 68)",0,3,[],1.0,42,20.066,"['clear nocolor C2', 'fill nocolor C1', 'move blue C1']"
84838.0,move blue C2,"(86, 53)",0,3,[],1.0,36,17.247,"['fill nocolor C2', 'clear nocolor C1', 'move blue C2']"
84838.0,clear nocolor C1,"(67, 101)",42,14,"[(84, 69) (84, 70) (86, 53) (67, 53) (84, 53) (84, 59) (84, 60) (84, 61)
 (84, 80) (86, 58) (86, 69) (86, 70) (86, 74) (86, 82) (84, 101) (86, 54)
 (86, 101) (67, 58) (84, 54) (84, 58) (84, 73) (84, 74) (84, 75) (84, 81)
 (84, 82) (86, 59) (86, 60) (86, 61) (86, 73) (86, 75) (86, 80) (86, 81)
 (67, 54) (67, 74) (67, 82) (67, 69) (67, 70) (67, 59) (67, 61) (67, 73)
 (67, 75) (67, 81)]",1.0,45,22.747,"['move blue B2', 'fill nocolor B2', 'uncover red all', 'move blue A', 'move blue A1', 'clear nocolor C1', 'move red B', 'move blue C2', 'uncover blue all', 'move blue A2', 'move red B2', 'move blue B1', 'move blue B', 'clear nocolor C']"
84838.0,fill nocolor A2,"(92, 75)",6,4,"[(72, 58) (91, 58) (91, 59) (91, 75) (92, 58) (92, 59)]",1.0,42,19.915,"['clear nocolor A1', 'fill nocolor A2', 'move blue A2', 'cover red all']"
84838.0,uncover blue all,"(72, 73)",22,9,"[(71, 69) (71, 70) (86, 66) (71, 66) (86, 69) (86, 70) (71, 101) (86, 101)
 (71, 59) (71, 60) (71, 61) (71, 73) (71, 75) (71, 80) (71, 81) (86, 59)
 (86, 60) (86, 61) (86, 73) (86, 75) (86, 80) (86, 81)]",1.0,44,21.752,"['move blue B2', 'move blue C', 'move blue C2', 'uncover blue all', 'move blue A2', 'move blue B1', 'move blue B', 'cover red all', 'move blue C1']"
50151.0,clear nocolor B,"(78, 59)",49,14,"[(79, 56) (79, 66) (79, 70) (79, 75) (79, 85) (81, 68) (81, 73) (79, 68)
 (79, 94) (81, 70) (81, 94) (78, 68) (78, 73) (79, 59) (79, 71) (79, 72)
 (79, 73) (79, 87) (80, 68) (80, 73) (81, 56) (81, 59) (81, 66) (81, 71)
 (81, 72) (81, 75) (81, 85) (81, 87) (83, 56) (83, 66) (83, 70) (83, 75)
 (83, 85) (78, 70) (80, 70) (83, 68) (64, 59) (64, 66) (64, 71) (64, 72)
 (64, 87) (64, 68) (64, 73) (78, 94) (80, 94) (83, 94) (64, 70) (64, 94)
 (78, 56)]",1.0,72,35.516,"['move green A', 'move green B2', 'move green A2', 'clear nocolor B', 'clear nocolor B1', 'fill nocolor A2', 'move red A2', 'move red A', 'move green C2', 'move green A1', 'move green C1', 'cover red all', 'move green C', 'uncover green all']"
50151.0,cover blue all,"(91, 56)",1,1,"[(90, 56)]",1.0,74,35.73,['cover blue all']
50151.0,clear nocolor A1,"(74, 60)",40,7,"[(74, 75) (90, 94) (91, 94) (74, 94) (90, 59) (90, 75) (91, 59) (91, 75)
 (74, 59) (74, 61) (74, 66) (74, 70) (74, 85) (74, 65) (74, 68) (90, 46)
 (90, 60) (90, 61) (90, 62) (90, 63) (90, 65) (90, 66) (90, 68) (90, 70)
 (90, 71) (90, 85) (90, 87) (91, 46) (91, 60) (91, 61) (91, 62) (91, 63)
 (91, 65) (91, 66) (91, 68) (91, 70) (91, 71) (91, 85) (91, 87) (74, 46)]",1.0,45,21.792,"['clear nocolor A1', 'fill nocolor B1', 'uncover blue all', 'move blue B1', 'move blue B', 'cover red all', 'clear nocolor A']"
50151.0,uncover green all,"(80, 56)",34,14,"[(81, 61) (81, 94) (81, 56) (81, 59) (81, 66) (81, 71) (81, 72) (81, 75)
 (81, 85) (81, 87) (64, 59) (64, 66) (64, 71) (64, 72) (64, 87) (78, 61)
 (80, 61) (88, 71) (88, 87) (88, 66) (88, 85) (64, 61) (78, 94) (80, 94)
 (88, 94) (64, 94) (78, 56) (78, 59) (78, 66) (78, 71) (78, 72) (78, 75)
 (78, 85) (78, 87)]",1.0,50,24.253,"['move green A', 'move green B2', 'move green A2', 'cover blue all', 'clear nocolor B', 'clear nocolor B1', 'move red A', 'move red A1', 'move green C2', 'move green A1', 'fill nocolor A1', 'move green C1', 'move green C', 'uncover green all']"
50151.0,fill nocolor B2,"(74, 63)",28,7,"[(78, 46) (78, 63) (78, 65) (79, 65) (80, 46) (80, 63) (80, 65) (79, 46)
 (79, 63) (74, 65) (77, 46) (89, 46) (90, 46) (90, 63) (90, 65) (91, 46)
 (91, 63) (91, 65) (93, 46) (93, 63) (93, 65) (103, 46) (103, 63)
 (103, 65) (105, 46) (105, 63) (105, 65) (74, 46)]",1.0,42,20.728,"['move blue B2', 'fill nocolor B2', 'clear nocolor A1', 'cover green all', 'uncover blue all', 'move blue B', 'clear nocolor A']"
50151.0,move blue B2,"(74, 60)",143,7,"[(79, 65) (79, 46) (79, 63) (74, 65) (93, 46) (93, 63) (93, 65) (103, 46)
 (103, 63) (103, 65) (74, 46) (74, 63) (88, 46) (88, 63) (88, 65) (84, 46)
 (86, 65) (86, 71) (86, 87) (86, 94) (84, 63) (84, 65) (86, 46) (86, 59)
 (86, 60) (86, 62) (86, 63) (86, 72) (86, 73) (81, 46) (81, 65) (86, 66)
 (86, 85) (89, 87) (93, 94) (77, 94) (78, 62) (80, 60) (90, 73) (91, 72)
 (93, 59) (103, 66) (103, 68) (105, 71) (74, 72) (74, 73) (79, 60)
 (79, 62) (74, 75) (77, 72) (90, 94) (91, 94) (74, 94) (78, 46) (78, 63)
 (78, 65) (80, 46) (80, 63) (80, 65) (81, 60) (81, 62) (84, 71) (84, 87)
 (86, 70) (88, 68) (90, 59) (91, 59) (93, 56) (93, 72) (93, 73) (103, 70)
 (103, 71) (103, 87) (64, 60) (64, 62) (74, 59) (74, 61) (74, 66) (74, 70)
 (74, 85) (77, 60) (77, 62) (77, 71) (77, 73) (77, 87) (79, 56) (79, 66)
 (79, 70) (79, 75) (79, 85) (81, 73) (89, 59) (89, 60) (89, 62) (89, 72)
 (103, 94) (105, 94) (74, 68) (77, 46) (79, 68) (79, 94) (81, 94) (89, 46)
 (89, 94) (90, 46) (90, 60) (90, 62) (90, 63) (90, 65) (90, 71) (90, 87)
 (91, 46) (91, 60) (91, 62) (91, 63) (91, 65) (91, 71) (91, 87) (93, 60)
 (93, 61) (93, 62) (93, 66) (93, 68) (93, 70) (93, 71) (93, 85) (93, 87)
 (103, 56) (103, 59) (103, 60) (103, 61) (103, 62) (103, 72) (103, 73)
 (103, 75) (105, 46) (105, 59) (105, 60) (105, 62) (105, 63) (105, 65)
 (105, 72) (105, 73)]",0.0,29,13.52,"['clear nocolor A1', 'fill nocolor B1', 'uncover blue all', 'move blue B1', 'move blue B', 'cover red all', 'clear nocolor A']"
50151.0,cover green all,"(74, 73)",2,2,"[(90, 73) (103, 68)]",1.0,57,28.346,"['cover green all', 'uncover blue all']"
50151.0,uncover blue all,"(74, 94)",4,4,"[(74, 72) (74, 73) (79, 60) (79, 62)]",1.0,40,19.927,"['clear nocolor A1', 'fill nocolor A2', 'uncover blue all', 'move blue A2']"
50151.0,move green A,"(81, 56)",4,7,"[(81, 73) (81, 94) (78, 73) (80, 73)]",1.0,57,27.875,"['move green A', 'clear nocolor B2', 'cover blue all', 'clear nocolor B', 'move green A1', 'fill nocolor A1', 'uncover green all']"
50151.0,fill nocolor B1,"(64, 62)",4,5,"[(81, 60) (81, 62) (83, 61) (64, 60)]",1.0,42,19.447,"['move green B1', 'clear nocolor B2', 'fill nocolor B1', 'move red B1', 'cover red all']"
32385.0,uncover blue all,"(76, 93)",5,8,"[(69, 89) (69, 66) (69, 62) (69, 63) (69, 82)]",1.0,30,14.739,"['move blue B2', 'move blue C', 'move blue A1', 'move blue C2', 'uncover blue all', 'move blue B1', 'move blue B', 'move blue C1']"
32385.0,cover green all,"(69, 50)",62,13,"[(90, 73) (95, 58) (97, 60) (103, 50) (103, 66) (81, 60) (90, 58) (91, 58)
 (95, 73) (100, 60) (100, 79) (101, 60) (101, 79) (107, 50) (107, 66)
 (81, 79) (69, 66) (81, 66) (90, 50) (90, 60) (90, 66) (90, 79) (91, 50)
 (91, 60) (91, 66) (91, 79) (95, 50) (95, 60) (95, 66) (95, 79) (97, 50)
 (97, 58) (97, 66) (97, 73) (100, 50) (100, 58) (100, 66) (100, 73)
 (101, 50) (101, 58) (101, 66) (101, 73) (103, 58) (103, 60) (103, 73)
 (103, 79) (107, 58) (107, 60) (107, 73) (107, 79) (81, 50) (81, 58)
 (81, 73) (70, 58) (78, 66) (84, 60) (69, 60) (78, 79) (84, 50) (70, 50)
 (70, 66) (76, 73)]",1.0,79,38.759,"['clear nocolor C2', 'uncover red all', 'move red B', 'move red A2', 'fill nocolor C1', 'cover green all', 'uncover blue all', 'move red A', 'move red A1', 'move red B2', 'move red C1', 'move red B1', 'move blue C1']"
32385.0,cover red all,"(97, 62)",0,1,[],1.0,61,30.037,['cover red all']
32385.0,move blue A1,"(95, 73)",4,4,"[(76, 38) (76, 72) (95, 38) (95, 72)]",1.0,36,18.148,"['move blue A1', 'cover green all', 'clear nocolor A2', 'fill nocolor A1']"
32385.0,move green B,"(76, 79)",22,14,"[(68, 60) (68, 79) (68, 62) (91, 60) (91, 62) (91, 63) (91, 79) (91, 82)
 (91, 83) (68, 63) (68, 82) (68, 83) (76, 83) (84, 62) (84, 63) (84, 82)
 (84, 60) (56, 60) (56, 62) (76, 60) (76, 62) (76, 63)]",1.0,37,18.286,"['move blue B2', 'move green B1', 'move blue C', 'move blue A1', 'move green B', 'fill nocolor B1', 'move blue C2', 'cover green all', 'uncover blue all', 'clear nocolor A2', 'move blue B1', 'move blue B', 'clear nocolor A', 'move blue C1']"
32385.0,uncover red all,"(78, 79)",10,9,"[(81, 83) (81, 79) (81, 93) (81, 50) (81, 58) (81, 72) (81, 73) (81, 77)
 (81, 85) (56, 73)]",1.0,45,21.822,"['move red C2', 'uncover red all', 'move red A2', 'cover green all', 'move red A', 'move red A1', 'move red B2', 'move red C1', 'move red C']"
32385.0,clear nocolor C,"(84, 82)",42,7,"[(68, 58) (68, 60) (68, 73) (68, 79) (103, 93) (107, 93) (68, 38) (68, 62)
 (68, 93) (103, 38) (103, 58) (103, 60) (103, 62) (103, 63) (103, 72)
 (103, 73) (103, 77) (103, 79) (103, 82) (103, 83) (107, 38) (107, 58)
 (107, 60) (107, 62) (107, 63) (107, 72) (107, 73) (107, 77) (107, 79)
 (107, 82) (107, 83) (68, 63) (68, 72) (68, 77) (68, 82) (68, 83) (70, 38)
 (70, 72) (70, 77) (70, 83) (84, 62) (84, 63)]",1.0,72,35.862,"['move green B2', 'fill nocolor B2', 'move green B', 'clear nocolor C1', 'move red B', 'move red B2', 'clear nocolor C']"
32385.0,fill nocolor C2,"(68, 89)",7,5,"[(84, 52) (84, 89) (103, 51) (103, 52) (103, 89) (68, 51) (68, 52)]",1.0,42,20.235,"['fill nocolor C2', 'clear nocolor C1', 'move green C2', 'cover red all', 'uncover green all']"
32385.0,clear nocolor A2,"(76, 73)",21,12,"[(76, 38) (76, 72) (95, 38) (95, 72) (95, 73) (95, 50) (95, 51) (95, 52)
 (95, 60) (95, 62) (95, 63) (95, 66) (95, 79) (95, 82) (95, 83) (95, 85)
 (95, 89) (76, 51) (76, 83) (76, 85) (76, 52)]",1.0,30,14.323,"['move blue B2', 'move blue C', 'move blue A1', 'move blue C2', 'cover green all', 'uncover blue all', 'move green A1', 'clear nocolor A2', 'fill nocolor A1', 'move blue B1', 'move blue B', 'move blue C1']"
32385.0,fill nocolor A2,"(56, 93)",43,19,"[(90, 93) (91, 93) (90, 58) (90, 77) (91, 58) (91, 77) (68, 58) (97, 93)
 (100, 93) (101, 93) (103, 93) (107, 93) (68, 93) (81, 93) (97, 58)
 (97, 77) (100, 58) (100, 77) (101, 58) (101, 77) (103, 58) (103, 77)
 (107, 58) (107, 77) (68, 77) (70, 77) (80, 58) (81, 58) (81, 77) (70, 58)
 (56, 58) (70, 93) (78, 93) (80, 93) (84, 93) (69, 58) (69, 77) (69, 93)
 (78, 58) (78, 77) (80, 77) (84, 58) (84, 77)]",1.0,45,22.281,"['move green B1', 'move green B2', 'move red C2', 'move green A2', 'uncover red all', 'move green B', 'clear nocolor A1', 'move red B', 'fill nocolor A2', 'move red A2', 'move green C2', 'move blue A2', 'move red B2', 'move red C1', 'move red B1', 'move green C1', 'move green C', 'uncover green all', 'move red C']"
63576.0,cover red all,"(72, 37)",0,1,[],1.0,52,25.416,['cover red all']
63576.0,move blue C1,"(87, 85)",1,4,"[(87, 66)]",1.0,27,12.902,"['clear nocolor C2', 'fill nocolor C1', 'move red C1', 'move blue C1']"
63576.0,uncover blue all,"(87, 107)",20,8,"[(78, 62) (83, 63) (83, 64) (78, 63) (78, 64) (83, 62) (78, 92) (78, 94)
 (78, 107) (83, 92) (83, 94) (83, 107) (78, 37) (78, 39) (78, 86) (78, 88)
 (83, 37) (83, 39) (83, 86) (83, 88)]",1.0,30,14.567,"['move blue B2', 'move blue A', 'move blue A1', 'uncover blue all', 'move blue A2', 'move blue B1', 'move blue B', 'move blue C1']"
63576.0,fill nocolor B2,"(87, 63)",33,14,"[(78, 65) (79, 64) (80, 64) (78, 63) (78, 64) (103, 63) (103, 64)
 (103, 65) (104, 63) (104, 64) (104, 65) (106, 63) (106, 64) (106, 65)
 (57, 63) (59, 64) (72, 64) (84, 64) (87, 65) (55, 64) (57, 64) (79, 63)
 (79, 65) (80, 63) (80, 65) (55, 63) (57, 65) (59, 63) (59, 65) (72, 63)
 (72, 65) (84, 63) (84, 65)]",1.0,36,16.692,"['move blue B2', 'clear nocolor C2', 'fill nocolor B2', 'move blue A', 'move blue A1', 'move red B', 'uncover blue all', 'move blue A2', 'move red B2', 'move blue B1', 'move blue B', 'cover red all', 'clear nocolor C', 'move blue C1']"
63576.0,clear nocolor C,"(87, 65)",42,7,"[(103, 92) (103, 94) (104, 92) (104, 94) (106, 92) (106, 94) (103, 37)
 (103, 39) (103, 41) (103, 54) (103, 60) (103, 61) (103, 62) (103, 63)
 (103, 64) (103, 65) (104, 37) (104, 39) (104, 41) (104, 54) (104, 60)
 (104, 61) (104, 62) (104, 63) (104, 64) (104, 65) (106, 37) (106, 39)
 (106, 41) (106, 54) (106, 60) (106, 61) (106, 62) (106, 63) (106, 64)
 (106, 65) (84, 39) (84, 64) (87, 41) (87, 54) (87, 60) (87, 61)]",1.0,60,30.135,"['move blue B2', 'clear nocolor C2', 'fill nocolor B2', 'move red B', 'move red B2', 'move blue B', 'clear nocolor C']"
63576.0,uncover red all,"(57, 94)",13,8,"[(55, 54) (81, 65) (81, 60) (81, 61) (55, 41) (81, 92) (81, 94) (81, 107)
 (81, 41) (81, 54) (81, 66) (81, 85) (81, 86)]",1.0,44,22.139,"['move red C2', 'uncover red all', 'move red B', 'move red A1', 'move red B2', 'move red C1', 'move red B1', 'move red C']"
63576.0,move blue A1,"(59, 92)",18,11,"[(59, 37) (59, 54) (78, 54) (83, 54) (103, 92) (78, 92) (83, 92) (103, 37)
 (103, 54) (78, 37) (83, 37) (87, 54) (79, 37) (79, 54) (84, 37) (84, 54)
 (87, 107) (87, 88)]",1.0,29,13.86,"['move green B1', 'move green B2', 'move blue A1', 'move green B', 'move green C2', 'move green A1', 'clear nocolor A2', 'fill nocolor A1', 'move green C1', 'move green C', 'uncover green all']"
63576.0,fill nocolor A2,"(55, 94)",31,12,"[(72, 39) (55, 39) (72, 41) (78, 41) (83, 41) (103, 94) (104, 94)
 (106, 94) (55, 41) (78, 94) (81, 39) (81, 94) (83, 94) (103, 39)
 (103, 41) (104, 39) (104, 41) (106, 39) (106, 41) (78, 39) (79, 39)
 (80, 39) (81, 41) (83, 39) (84, 39) (87, 41) (79, 41) (80, 41) (82, 39)
 (84, 41) (72, 94)]",1.0,39,18.472,"['move green B1', 'move green B2', 'move green A2', 'uncover red all', 'move green B', 'clear nocolor A1', 'fill nocolor A2', 'move red A2', 'move green C2', 'move green C1', 'move green C', 'uncover green all']"
63576.0,cover green all,"(59, 39)",27,0,"[(81, 64) (103, 86) (83, 64) (106, 86) (55, 39) (78, 64) (81, 39)
 (103, 39) (103, 64) (104, 39) (104, 64) (106, 39) (106, 64) (78, 39)
 (78, 86) (81, 86) (83, 39) (83, 86) (55, 64) (57, 64) (82, 39) (55, 86)
 (87, 86) (57, 86) (82, 86) (87, 39) (87, 64)]",0.0,27,13.496,[]
63576.0,clear nocolor A2,"(57, 37)",0,4,[],1.0,30,14.699,"['move red A1', 'move green A1', 'clear nocolor A2', 'fill nocolor A1']"
93940.0,cover green all,"(74, 39)",34,12,"[(68, 66) (105, 71) (106, 71) (72, 39) (100, 43) (105, 66) (106, 66)
 (81, 43) (83, 43) (68, 71) (72, 43) (72, 66) (100, 39) (100, 66)
 (100, 71) (105, 39) (105, 43) (106, 39) (106, 43) (72, 71) (81, 39)
 (81, 66) (81, 71) (57, 43) (57, 66) (61, 39) (61, 66) (68, 39) (68, 43)
 (83, 39) (83, 66) (84, 39) (84, 43) (85, 66)]",1.0,45,22.224,"['move blue B2', 'move blue C', 'clear nocolor A1', 'fill nocolor A2', 'move blue C2', 'move red A2', 'cover green all', 'uncover blue all', 'move blue A2', 'move blue B1', 'move blue B', 'move blue C1']"
